case_type,query_index,query_path,query_pid,query_camera_id,true_path,true_pid,true_camera_id,true_visual_similarity,true_semantic_adjustment,true_effective_semantic_adjustment,true_quality_scale,true_final_score,false_path,false_pid,false_camera_id,false_visual_similarity,false_semantic_adjustment,false_effective_semantic_adjustment,false_quality_scale,false_final_score,true_minus_false_visual_gap
corrected,229,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0140_c7_f0172289.jpg,140,6,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0140_c6_f0170361.jpg,140,5,0.7819605469703674,0.25925925925925924,0.25925925925925924,0.7549515748649467,0.7949234843254089,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4249_c6_f0068848.jpg,4249,5,0.7890102863311768,-0.2,-0.2,0.7976652183880408,0.7790102958679199,-0.007049739360809326
corrected,245,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0150_c1_f0081618.jpg,150,0,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0150_c2_f0081728.jpg,150,1,0.8289420008659363,0.7777777777777778,0.7777777777777778,0.7658405904968579,0.8678308725357056,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0088_c1_f0068757.jpg,88,0,0.837310791015625,0.037037037037037035,0.037037037037037035,0.7658405904968579,0.8391626477241516,-0.00836879014968872
corrected,250,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0151_c2_f0081962.jpg,151,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0151_c1_f0081394.jpg,151,0,0.8439041376113892,0.8518518518518519,0.8518518518518519,0.7963183812337156,0.8864967226982117,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0150_c2_f0081968.jpg,150,1,0.859883725643158,-0.037037037037037035,-0.037037037037037035,0.7963183812337156,0.8580318689346313,-0.0159795880317688
corrected,264,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0163_c1_f0083674.jpg,163,0,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0163_c2_f0083273.jpg,163,1,0.8241564035415649,0.8,0.8,0.7463478258914418,0.8641564249992371,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0077_c1_f0065814.jpg,77,0,0.8264738321304321,0.26666666666666666,0.26666666666666666,0.7463478258914418,0.8398071527481079,-0.0023174285888671875
corrected,271,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0169_c8_f0040940.jpg,169,7,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0169_c1_f0084826.jpg,169,0,0.8264261484146118,0.8666666666666667,0.8666666666666667,0.8785636770228544,0.8697595000267029,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4159_c7_f0059068.jpg,4159,6,0.8295086622238159,-0.4,-0.4,0.7466862454182572,0.8095086812973022,-0.0030825138092041016
corrected,315,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0197_c8_f0052594.jpg,197,7,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0197_c6_f0073956.jpg,197,5,0.7569107413291931,0.3333333333333333,0.3333333333333333,0.8415430792089964,0.7735773921012878,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1226_c4_f0019033.jpg,1226,3,0.7570267915725708,0.26666666666666666,0.26666666666666666,0.7602382297317187,0.7703601121902466,-0.00011605024337768555
corrected,328,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0205_c1_f0090044.jpg,205,0,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0205_c2_f0090727.jpg,205,1,0.8403334617614746,0.18518518518518517,0.18518518518518517,0.7594069273659476,0.8495927453041077,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0431_c1_f0119246.jpg,431,0,0.8461513519287109,-0.3333333333333333,-0.3333333333333333,0.7594069273659476,0.8294847011566162,-0.005817890167236328
corrected,334,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0206_c3_f0072625.jpg,206,2,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0206_c2_f0094774.jpg,206,1,0.7597237825393677,0.4074074074074074,0.4074074074074074,0.7622909622611822,0.7800941467285156,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4117_c7_f0048502.jpg,4117,6,0.7650859355926514,-0.1111111111111111,-0.1111111111111111,0.7172849751732967,0.7595303654670715,-0.005362153053283691
corrected,345,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0211_c4_f0060791.jpg,211,3,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0211_c3_f0066120.jpg,211,2,0.8079644441604614,0.7777777777777778,0.7777777777777778,0.7947870380164663,0.8468533158302307,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0688_c8_f0127281.jpg,688,7,0.8155096769332886,0.18518518518518517,0.18518518518518517,0.7662111191469946,0.8247689604759216,-0.0075452327728271484
corrected,358,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0215_c3_f0073686.jpg,215,2,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0215_c4_f0070997.jpg,215,3,0.7606589198112488,0.5333333333333333,0.5333333333333333,0.7826746871901882,0.7873255610466003,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0688_c8_f0127161.jpg,688,7,0.7799693942070007,-0.4,-0.4,0.8121583001481161,0.7599694132804871,-0.019310474395751953
corrected,375,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0223_c4_f0063277.jpg,223,3,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0223_c2_f0094019.jpg,223,1,0.7220200300216675,0.4666666666666667,0.4666666666666667,0.8149847307966815,0.7453533411026001,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1229_c4_f0019775.jpg,1229,3,0.7373141050338745,-0.6666666666666666,-0.6666666666666666,0.8282713981138334,0.7039807438850403,-0.015294075012207031
corrected,378,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0229_c5_f0126191.jpg,229,4,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0229_c1_f0125903.jpg,229,0,0.7116662263870239,0.6666666666666666,0.6666666666666666,0.7585903801851802,0.7449995875358582,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1949_c2_f0191931.jpg,1949,1,0.7168043851852417,0.06666666666666667,0.06666666666666667,0.8222238494704166,0.7201377153396606,-0.0051381587982177734
corrected,403,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0243_c2_f0099970.jpg,243,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0243_c6_f0084464.jpg,243,5,0.8442632555961609,1.0,1.0,0.7619935953782664,0.8942632675170898,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0565_c2_f0150292.jpg,565,1,0.8449208736419678,0.4074074074074074,0.4074074074074074,0.791611386982747,0.8652912378311157,-0.0006576180458068848
corrected,427,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0254_c6_f0085366.jpg,254,5,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0254_c2_f0100662.jpg,254,1,0.7988049983978271,0.4666666666666667,0.4666666666666667,0.7866037371671861,0.8221383094787598,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0359_c6_f0085545.jpg,359,5,0.8177694082260132,-0.2,-0.2,0.7883715449108017,0.8077694177627563,-0.018964409828186035
corrected,428,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0256_c1_f0096581.jpg,256,0,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0256_c2_f0096877.jpg,256,1,0.8888301849365234,1.0,1.0,0.7710520875950655,0.9388301968574524,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0451_c2_f0127265.jpg,451,1,0.8934653997421265,0.4074074074074074,0.4074074074074074,0.8091689784585694,0.9138357639312744,-0.004635214805603027
corrected,494,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0293_c2_f0103564.jpg,293,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0293_c1_f0099782.jpg,293,0,0.8229612708091736,0.18518518518518517,0.18518518518518517,0.796301774257495,0.8322205543518066,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0288_c2_f0103500.jpg,288,1,0.823803186416626,-0.06666666666666667,-0.06666666666666667,0.753441424253914,0.820469856262207,-0.0008419156074523926
corrected,510,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0300_c2_f0104587.jpg,300,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0300_c6_f0089582.jpg,300,5,0.8609917163848877,0.7037037037037037,0.7037037037037037,0.770994679418243,0.8961768746376038,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0266_c2_f0096506.jpg,266,1,0.8638210296630859,0.25925925925925924,0.25925925925925924,0.7520196107066708,0.8767839670181274,-0.002829313278198242
corrected,622,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0360_c1_f0108265.jpg,360,0,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0360_c5_f0110776.jpg,360,4,0.7907801866531372,0.25925925925925924,0.25925925925925924,0.7243812110321022,0.8037431240081787,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0127_c1_f0075716.jpg,127,0,0.7993068695068359,-0.7777777777777778,-0.7777777777777778,0.7243812110321022,0.7604179978370667,-0.00852668285369873
corrected,624,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0360_c5_f0111016.jpg,360,4,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0360_c2_f0108500.jpg,360,1,0.7969967126846313,0.6666666666666666,0.6666666666666666,0.7642125485671891,0.8303300738334656,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0361_c2_f0108251.jpg,361,1,0.8007311820983887,0.06666666666666667,0.06666666666666667,0.7804848930901951,0.8040645122528076,-0.0037344694137573242
corrected,642,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0369_c5_f0111316.jpg,369,4,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0369_c2_f0109573.jpg,369,1,0.8433942794799805,0.25925925925925924,0.25925925925925924,0.7397977838453687,0.856357216835022,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6698_c8_f0142682.jpg,6698,7,0.8611788749694824,-0.18518518518518517,-0.18518518518518517,0.7397977838453687,0.8519195914268494,-0.017784595489501953
corrected,754,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0449_c1_f0121898.jpg,449,0,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0449_c8_f0078057.jpg,449,7,0.8209037780761719,1.0,1.0,0.8516866815586883,0.8709037899971008,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0554_c1_f0146628.jpg,554,0,0.8391836285591125,0.2,0.2,0.8320159835947885,0.8491836190223694,-0.018279850482940674
corrected,755,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0449_c8_f0078297.jpg,449,7,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0449_c1_f0121538.jpg,449,0,0.876714825630188,0.26666666666666666,0.26666666666666666,0.7949810673793156,0.8900481462478638,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0334_c7_f0102059.jpg,334,6,0.8905969262123108,-0.06666666666666667,-0.06666666666666667,0.7949810673793156,0.8872635960578918,-0.013882100582122803
corrected,789,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0470_c5_f0127367.jpg,470,4,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0470_c6_f0103524.jpg,470,5,0.7593080401420593,0.7777777777777778,0.7777777777777778,0.8001512195593046,0.7981969118118286,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6172_c8_f0051625.jpg,6172,7,0.7761032581329346,0.037037037037037035,0.037037037037037035,0.8166558591671931,0.7779551148414612,-0.016795217990875244
corrected,817,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0494_c5_f0137332.jpg,494,4,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0494_c2_f0132727.jpg,494,1,0.8461520671844482,0.4666666666666667,0.4666666666666667,0.7706343724495834,0.8694853782653809,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6224_c8_f0056324.jpg,6224,7,0.8493468165397644,0.18518518518518517,0.18518518518518517,0.7129520772415914,0.8586061000823975,-0.003194749355316162
corrected,825,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0499_c5_f0139916.jpg,499,4,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0499_c2_f0133956.jpg,499,1,0.824968159198761,0.6296296296296297,0.6296296296296297,0.8085711631418011,0.8564496636390686,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0537_c5_f0146659.jpg,537,4,0.8291400671005249,-0.5555555555555556,-0.5555555555555556,0.7536141269920784,0.8013622760772705,-0.004171907901763916
corrected,835,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0503_c1_f0130063.jpg,503,0,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0503_c8_f0085348.jpg,503,7,0.7849500775337219,0.52,0.52,0.739923377893865,0.8109501004219055,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0509_c1_f0131176.jpg,509,0,0.792510986328125,-0.04,-0.04,0.739923377893865,0.7905110120773315,-0.007560908794403076
corrected,864,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0523_c4_f0102894.jpg,523,3,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0523_c2_f0133211.jpg,523,1,0.7721275091171265,0.8666666666666667,0.8666666666666667,0.7622032111717594,0.8154608607292175,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\3259_c4_f0193160.jpg,3259,3,0.7877330780029297,0.25925925925925924,0.25925925925925924,0.768691110243032,0.8006960153579712,-0.015605568885803223
corrected,909,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0551_c6_f0129940.jpg,551,5,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0551_c5_f0151151.jpg,551,4,0.7379461526870728,0.8666666666666667,0.8666666666666667,0.7637488879263401,0.7812795042991638,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1487_c4_f0069284.jpg,1487,3,0.7542457580566406,0.037037037037037035,0.037037037037037035,0.7466146498366638,0.7560976147651672,-0.01629960536956787
corrected,921,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0555_c2_f0146806.jpg,555,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0555_c1_f0147027.jpg,555,0,0.8368492126464844,0.8666666666666667,0.8666666666666667,0.8154366059435738,0.8801825642585754,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6686_c8_f0141673.jpg,6686,7,0.8375647068023682,-0.2,-0.2,0.8154366059435738,0.8275647163391113,-0.0007154941558837891
corrected,962,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0586_c1_f0154024.jpg,586,0,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0586_c2_f0166598.jpg,586,1,0.8210146427154541,0.18518518518518517,0.18518518518518517,0.7712073416621597,0.8302739262580872,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0850_c1_f0221600.jpg,850,0,0.8276749849319458,-0.18518518518518517,-0.18518518518518517,0.7602184950109616,0.8184157013893127,-0.006660342216491699
corrected,1004,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0605_c5_f0166721.jpg,605,4,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0605_c2_f0161788.jpg,605,1,0.8202304244041443,0.52,0.52,0.7349678348128994,0.8462304472923279,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0279_c2_f0098580.jpg,279,1,0.8269264698028564,-0.037037037037037035,-0.037037037037037035,0.6975930311429648,0.8250746130943298,-0.006696045398712158
corrected,1053,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0644_c5_f0173412.jpg,644,4,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0644_c2_f0167906.jpg,644,1,0.7786800861358643,0.6666666666666666,0.6666666666666666,0.8232743009097045,0.8120134472846985,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0787_c8_f0155619.jpg,787,7,0.7884500026702881,-0.1111111111111111,-0.1111111111111111,0.754904591595685,0.7828944325447083,-0.009769916534423828
corrected,1081,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0656_c7_f0156240.jpg,656,6,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0656_c2_f0169889.jpg,656,1,0.7447312474250793,1.0,1.0,0.8764490937193234,0.7947312593460083,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0375_c6_f0087944.jpg,375,5,0.7546423673629761,0.13333333333333333,0.13333333333333333,0.7951554627054267,0.761309027671814,-0.009911119937896729
corrected,1111,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0685_c6_f0161499.jpg,685,5,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0685_c2_f0175388.jpg,685,1,0.8016269207000732,1.0,1.0,0.7940106741808078,0.8516269326210022,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4452_c6_f0098973.jpg,4452,5,0.8156692385673523,0.5555555555555556,0.5555555555555556,0.7987358778347203,0.8434470295906067,-0.014042317867279053
corrected,1143,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0699_c4_f0152518.jpg,699,3,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0699_c3_f0154808.jpg,699,2,0.7775288224220276,0.1111111111111111,0.1111111111111111,0.7781161900011845,0.7830843925476074,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0214_c4_f0061141.jpg,214,3,0.7791208624839783,-0.04,-0.04,0.7239083687671357,0.7771208882331848,-0.0015920400619506836
